s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 5.7036238E+000, 8.6203495E+002,-3.5892727E+002,-4.9729597E+002,-8.8325127E+000, 4.0554840E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8416832E+001, 3.7534034E+001, 8.8794739E-002, 8.8794739E-002
 5.7349696E+000, 8.5454026E+002,-3.5862233E+002,-5.0323143E+002,-1.0237121E+001, 4.1010217E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6163748E+001, 2.3459594E+001, 8.8794859E-002, 8.8794859E-002
 5.7650242E+000, 8.5719892E+002,-3.5611574E+002,-5.2918360E+002,-1.1227624E+001, 4.0829946E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1657848E+001, 1.5018920E+000, 8.8794974E-002, 8.8794974E-002
 5.7937150E+000, 8.5239445E+002,-3.5608253E+002,-5.3439523E+002,-1.2065595E+001, 4.0420896E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5893602E+000,-9.7280011E+000, 8.8795076E-002, 8.8795076E-002
 5.8236313E+000, 8.5661850E+002,-3.6102496E+002,-5.3439867E+002,-1.0911855E+001, 4.0159884E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2662835E+000,-9.5571053E+000, 8.8795170E-002, 8.8795170E-002
 5.8547854E+000, 8.6493496E+002,-3.6285613E+002,-5.1403340E+002,-9.6013763E+000, 4.0048189E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8545161E+001, 1.8492241E+001, 8.8795265E-002, 8.8795265E-002
 5.8856845E+000, 8.6377579E+002,-3.6543147E+002,-5.2358459E+002,-9.7667185E+000, 3.9411416E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0938565E+001, 4.4044311E+000, 8.8795357E-002, 8.8795357E-002
 5.9104037E+000, 8.8641881E+002,-3.5739577E+002,-5.8507369E+002,-8.1812201E+000, 3.4393278E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.7643587E+001,-2.9838592E+001, 8.8795433E-002, 8.8795433E-002
 5.9406748E+000, 8.3881704E+002,-3.5779723E+002,-5.8147975E+002,-8.0160329E+000, 3.3428759E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7667732E+001,-7.5047221E+001, 8.8795504E-002, 8.8795504E-002
 5.9739876E+000, 7.9154374E+002,-3.3563571E+002,-5.6636942E+002,-8.3062111E+000, 3.3613535E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.4761282E+001,-8.5154068E+001, 8.8795581E-002, 8.8795581E-002
 6.0017481E+000, 7.6106977E+002,-3.2329129E+002,-5.3365422E+002,-8.0640339E+000, 3.3949234E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0204383E+001,-6.9990533E+001, 8.8795651E-002, 8.8795651E-002
 6.0350604E+000, 7.5377810E+002,-3.1118237E+002,-5.2377479E+002,-7.5749630E+000, 3.1899930E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.8935227E+001,-5.6854098E+001, 8.6945805E-002, 8.6945805E-002
 6.0650420E+000, 8.0332516E+002,-3.2892730E+002,-5.2844418E+002,-6.1178658E+000, 3.0123530E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5742721E+001,-3.0040654E+001, 8.3246045E-002, 8.3246045E-002
 6.0955787E+000, 7.3226792E+002,-3.0643749E+002,-4.9823881E+002,-7.5990796E+000, 3.0557235E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2428737E+001,-4.9450227E+001, 8.3246099E-002, 8.3246099E-002
 6.1200075E+000, 7.1797625E+002,-2.9914312E+002,-4.9551563E+002,-6.3611170E+000, 3.1003296E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.1293211E+001,-5.2040330E+001, 8.3246145E-002, 8.3246145E-002
 6.1505442E+000, 6.9937487E+002,-2.9243519E+002,-5.0394326E+002,-7.2874067E+000, 3.1123197E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.4876543E+001,-7.3167791E+001, 8.3246189E-002, 8.3246189E-002
 6.1810808E+000, 7.1482820E+002,-2.9340964E+002,-4.9610037E+002,-6.8967357E+000, 3.1771901E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5574590E+001,-4.9806637E+001, 8.3246235E-002, 8.3246235E-002
 6.2116175E+000, 7.3550356E+002,-3.0112931E+002,-4.6415298E+002,-6.2981944E+000, 3.2332272E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7900467E+000,-3.7446589E+000, 8.3246278E-002, 8.3246278E-002
 6.2421541E+000, 7.5965103E+002,-3.1089219E+002,-4.3310432E+002,-5.6255306E+000, 3.2686493E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0797266E+001, 4.2715481E+001, 8.3246319E-002, 8.3246319E-002
 6.2726908E+000, 7.7580928E+002,-3.1973862E+002,-4.3266480E+002,-5.2886465E+000, 3.2746543E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1539362E+001, 5.0863759E+001, 8.3246357E-002, 8.3246357E-002
 6.3032269E+000, 7.7881972E+002,-3.2200004E+002,-4.5046364E+002,-5.3383829E+000, 3.3035990E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5231244E+001, 3.4053651E+001, 8.3246393E-002, 8.3246393E-002
 6.3337636E+000, 7.8000366E+002,-3.2631978E+002,-4.5947459E+002,-5.5315333E+000, 3.3055778E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9801141E+001, 2.1733525E+001, 8.3246427E-002, 8.3246427E-002
 6.3643003E+000, 7.8084999E+002,-3.2600873E+002,-4.5811895E+002,-6.4363355E+000, 3.2882888E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3529516E+001, 2.3168860E+001, 8.3246459E-002, 8.3246459E-002
 6.3948369E+000, 7.7142099E+002,-3.2277076E+002,-4.8461189E+002,-7.2268224E+000, 3.2943096E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4800490E+000,-1.0245390E+001, 8.3246489E-002, 8.3246489E-002
 6.4253736E+000, 7.7057729E+002,-3.2136474E+002,-5.2664256E+002,-7.6331843E+000, 3.3242156E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5417367E+001,-5.1821029E+001, 8.3246517E-002, 8.3246517E-002
 6.4514923E+000, 7.5507456E+002,-3.1515968E+002,-5.4684345E+002,-8.0648532E+000, 3.2785675E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.7999523E+001,-8.2207744E+001, 8.3246541E-002, 8.3246541E-002
